Size;Standard;Hybrid_5;Hybrid_10;Hybrid_15;Hybrid_20;Hybrid_30;Hybrid_50
58500;37887;28815;24727;22584;22572;22826;22397
58600;38331;28347;24394;22623;22693;23070;22443
58700;37970;28275;24277;22673;23245;22689;22740
58800;38060;28312;24330;23121;22701;22652;22544
58900;38033;28439;25147;22747;22754;22526;22609
59000;38256;28410;24849;22819;22752;22616;22579
59100;39014;29112;24456;22865;22846;23668;22662
59200;38994;28942;24443;22820;22958;22809;22684
59300;38290;28551;24612;22839;22894;22819;23325
59400;39318;28507;24555;23208;22996;23582;22735
59500;38393;28536;24573;23086;23590;22792;22813
59600;38456;28786;24634;23433;22960;22856;22750
59700;38465;28579;25204;23279;23109;23067;22977
59800;38504;29260;24647;23076;23102;23114;22987
59900;39274;28834;24834;23118;23321;23065;22999
60000;39168;28987;25123;23128;23414;23026;23625
60100;38820;28990;24820;23308;23372;23901;23062
60200;38893;28877;24843;23916;23296;23157;23073
60300;39549;28864;25607;23507;23285;23401;23317
60400;38940;29462;25084;23333;23337;23220;23179
60500;40302;29254;25129;23533;23640;24174;23566
60600;40364;29632;25535;23898;24113;23759;23745
60700;39613;29252;26052;23691;23543;23496;23481
60800;39142;29649;24977;23567;23470;23385;23346
60900;40529;29079;26277;23605;23630;23532;23496
61000;39494;29117;25150;23484;23527;23916;24158
61100;39458;29190;25448;24209;23558;23511;23602
61200;39672;29188;25946;23664;23580;23666;23837
61300;39428;29580;26157;23651;23804;23550;23543
61400;40086;29168;25270;24053;23641;23655;23644
61500;39598;29374;25494;23766;23827;24279;23774
61600;39783;29358;25396;24438;23807;24054;23802
61700;39942;29982;25398;23904;23815;23775;23774
61800;40405;29433;25689;23955;23909;23723;24467
61900;39861;29476;25607;24086;24469;23712;23816
62000;39939;30139;25670;24375;23946;23895;23878
62100;40842;29564;25573;24407;24277;24058;23899
62200;40140;29732;25615;24347;24005;24647;24246
62300;40281;29604;25680;24970;24103;24146;24608
62400;40149;30229;25768;24821;24129;24033;24114
62500;41037;29806;25769;24539;24182;24124;24297
62600;40545;29962;25782;24645;24265;24688;24142
62700;40525;29856;26592;24717;24256;24179;24187
62800;40532;30539;26086;24815;24417;24194;24828
62900;40584;30008;25909;24896;24971;24566;24325
63000;40645;30601;26139;24952;24300;24352;24338
63100;40785;29977;26017;25006;24617;24320;24953
63200;40781;29922;26143;25058;24956;24396;24429
63300;40775;30169;26636;25189;24519;24464;24450
63400;41473;30053;26110;25234;24551;24524;24490
63500;40870;30078;26179;25466;24668;25159;24540
63600;41462;30258;26839;25440;24524;24548;24669
63700;41855;30166;26321;25445;24601;25380;24674
63800;41449;30107;26852;25525;24781;24634;24796
63900;41672;30198;26281;25625;24894;24777;24935
64000;41400;30247;26331;25723;24743;25388;24769
64100;42250;30465;26925;25801;24814;24738;24793
64200;42184;30354;26496;26049;24823;24890;24839
64300;41394;30412;26474;25911;25478;25243;24887
64400;41628;30996;26529;26015;24911;25363;25564
64500;41603;30524;26536;26706;25134;24879;25034
64600;41804;31271;26687;26192;24940;24948;25281
64700;41711;30511;26643;26252;25056;25661;25348
64800;41717;30563;27224;26437;25052;25056;25178
64900;42294;30662;26691;26392;25201;25133;25150
65000;41854;30920;26733;26607;25615;25685;25249
65100;41801;31325;26793;26745;25135;25140;25955
65200;42004;30741;27353;26741;25141;25149;25318
65300;42564;30705;26854;26770;25236;25314;25352
65400;42032;30769;26927;26844;25847;25557;25363
65500;43452;32013;27035;28148;25775;25448;25760
65600;42790;31407;27327;27470;25868;25881;26364
65700;42673;31138;27277;27181;25338;25418;26182
65800;42273;30967;27222;27749;25497;25438;26123
65900;44934;31737;27095;27688;26882;26915;27930
66000;42424;31190;27151;27823;25477;25581;25823
66100;43063;31276;27130;27138;25616;25650;25741
66200;42654;31450;27296;27189;26142;25591;26005
66300;42702;31904;27252;27252;25634;26257;26244
66400;43784;32171;27897;27673;25837;25781;25941
66500;43066;31297;27365;28125;25713;26376;26032
66600;43580;32441;27476;27522;26226;26365;25928
66700;43025;31420;27453;27420;25866;26007;26457
66800;43268;31444;28133;27609;25863;25870;26641
66900;43322;31590;27865;27781;25928;25879;26228
67000;43941;31704;27687;27533;26061;25997;26412
67100;44037;31692;27609;28282;25942;25959;26177
67200;44180;31619;27626;27740;26033;26075;26235
67300;43675;31633;27642;28267;26026;26033;26382
67400;44050;31876;27730;27759;26694;26203;26322
67500;44505;32364;27755;27778;26133;27312;26573
67600;43878;32076;28017;28430;26245;26142;26409
67700;44527;31911;27972;27789;26205;26181;26433
67800;44469;31857;27919;28616;26273;26260;26454
67900;44623;32219;28769;28951;26472;26480;26855
68000;46290;32115;28119;27989;26596;26469;26632
68100;44210;32031;28432;29352;26352;26446;26595
68200;44410;32017;28147;28662;26584;26467;27167
68300;44490;32076;28673;28081;26534;27115;26820
68400;44555;32060;28723;28074;26681;26572;26921
68500;44750;32228;28251;28169;26787;27135;26967
68600;44601;32909;28162;28164;26671;26668;26995
68700;44704;32238;28184;28377;26779;27174;26881
68800;45277;32588;28321;28341;27340;26546;26959
68900;45457;32267;28318;28297;26688;26676;27013
69000;44958;32754;28417;28830;26795;26754;27082
69100;45737;33556;28387;28618;26868;26765;27135
69200;45126;32564;29035;28424;26901;26976;27694
69300;45332;32981;28463;28552;26901;26891;27229
69400;45266;32432;28472;28531;27575;27083;27506
69500;46024;32432;28530;28524;26963;26913;27220
69600;45497;32496;28724;28558;27899;26994;27305
69700;46245;32612;29275;28841;27042;27059;27315
69800;45745;32765;28685;28687;27136;27105;28152
69900;45893;33129;28623;29089;27097;27192;27459
70000;46048;32967;28786;28724;27816;27210;27569
70100;46491;32855;28873;29459;27264;27177;27854
70200;46051;32855;28907;28937;27243;27254;28236
70300;46115;32911;29353;28859;27229;27354;27866
70400;46270;33002;28954;28906;27289;27933;27686
70500;47676;33328;29907;29675;27668;27494;28182
70600;47478;33830;30288;29650;28041;28109;28598
70700;47174;33011;29175;29207;27617;27660;27929
70800;47168;33118;29109;29745;27565;27703;28401
70900;47141;34011;29143;29074;27674;27697;28089
71000;46937;33502;29152;29150;28229;27580;28550
71100;47381;33388;29346;29207;27674;27713;28118
71200;46852;33250;30131;29229;27743;28269;28104
71300;47550;33353;29341;29361;27698;27679;28077
71400;46927;33511;29975;29338;27723;27866;28115
71500;47174;33348;29330;29338;27725;28443;28229
71600;47799;33376;29791;29933;28077;27868;28214
71700;47138;33400;29466;29466;27936;28029;29113
71800;47233;34032;29439;29477;27888;27851;28338
71900;47353;33717;29507;30035;27871;27873;28933
72000;47367;34188;29900;29482;28048;28095;28432
72100;47604;33632;30674;29554;28455;28121;28500
72200;47665;33852;29725;29681;28101;28030;28955
72300;48074;34394;29632;30339;28297;28085;28576
72400;47792;33697;29725;29621;28453;28145;29100
72500;47861;34167;29710;29775;28177;28496;28594
72600;47989;33735;29875;30479;28289;28224;29207
72700;47913;34428;29923;29774;28212;28220;28711
72800;48077;33895;29905;30425;28326;28275;28723
72900;48120;33945;29898;29881;28604;28378;29471
73000;48986;33854;29953;30512;28479;28695;28857
73100;48364;34001;29918;29988;28610;28928;28985
73200;48978;34075;30013;30089;28501;28421;28916
73300;48669;33967;30592;30127;29082;28473;29357
73400;48640;34083;30269;30018;28577;28632;29624
73500;48611;34925;30162;30078;28544;28543;29059
73600;48789;34141;30104;30806;28604;28509;29631
73700;49380;34212;30191;30191;28603;28692;29266
73800;48920;34262;30759;30231;28610;28607;29116
73900;48927;34273;30337;30277;28759;29279;29233
74000;49595;34600;30292;30435;28718;28820;29332
74100;49400;34308;30577;31332;28759;29193;30011
74200;49263;34433;30633;31492;28965;29718;29398
74300;49839;35096;30485;30627;28868;29007;29464
74400;49427;34577;30550;31024;29002;28961;29598
74500;49699;34548;30535;30502;29060;29109;30100
74600;49996;34527;31102;30586;29004;29062;29672
74700;49575;34565;30677;30561;29593;29319;29633
74800;49772;34828;30705;30606;29233;29124;30119
74900;50687;34728;31257;30735;29140;29146;29906
75000;50049;34856;30710;30703;29815;29273;29786
75100;49996;35061;30843;30762;29476;29326;30513
75200;50642;34840;31428;31018;29314;29466;29813
75300;50415;34900;30832;31509;29387;29264;29934
75400;50227;34895;30875;30874;29506;29783;30063
75500;51697;36011;31500;31590;29547;29596;30307
75600;52029;35669;31677;31499;29764;29818;30418
75700;50523;35598;31000;31177;30098;30103;30168
75800;51175;35171;31044;30896;29535;29437;30170
75900;51030;35731;31028;31046;29625;29537;30345
76000;50825;35284;31071;31702;30185;29854;30251
76100;50977;35298;33028;31075;29638;29843;31022
76200;51755;35337;31135;31310;29608;29597;30424
76300;51376;36068;31196;31661;29889;29623;30365
76400;51213;35387;31252;31200;31460;29761;30627
76500;51376;35625;31249;31307;29811;29904;30952
76600;52048;36072;31536;31250;30037;30044;30451
76700;51461;35443;31372;31784;29800;29816;30629
76800;51499;35604;32035;31289;30582;29812;31121
76900;52215;35403;32266;31895;29835;29881;30876
77000;51696;36200;31354;31477;30171;29979;30864
77100;51935;35523;31998;32710;30327;30072;30688
77200;51920;35684;31584;31704;30238;30702;30803
77300;51946;35659;31816;31510;30151;30114;31392
77400;53020;36382;31518;31606;30077;30078;31054
77500;52322;35689;32241;31727;30127;30117;30827
77600;52159;35666;31737;31602;30751;30805;31009
77700;52779;35891;31616;31689;30200;31276;31115
77800;52856;35994;31812;31656;30469;30229;31188
77900;52557;36645;32383;31701;30452;30416;31145
78000;52538;36147;32008;31774;31121;30867;31451
78100;52677;36056;32047;31732;30539;30895;31886
78200;53181;36066;31872;31940;30506;30386;31390
78300;53503;36135;32022;32198;30772;30547;31466
78400;60977;40755;34443;36255;33860;34772;35061
78500;53844;41216;32767;32957;33115;32094;31910
78600;53928;36918;33937;32622;30979;30862;31610
78700;53550;36572;33281;33485;30658;30797;31515
78800;54301;36904;32400;33440;34648;30752;32020
78900;53785;36490;32471;32845;32010;32784;31823
79000;54087;36429;32300;32789;31217;30984;34139
79100;55767;36633;32327;32248;31063;30933;32005
79200;55088;37397;32363;32316;31049;30717;31791
79300;54001;38273;34085;32491;31031;31290;31842
79400;53784;37236;32483;32426;31139;30946;32087
79500;53903;36661;32476;33348;33040;31724;31833
79600;54091;37335;32534;32377;31940;32973;31977
79700;54118;36953;32739;32900;31042;32109;33411
79800;55745;36852;32730;32578;31145;31492;32557
79900;54182;36643;32933;32541;31361;31480;33108
80000;51323;36503;33118;32635;31452;31609;32072
80100;50637;35901;33463;33910;31535;31329;32191
80200;50840;35541;32630;34090;32887;31568;32262
80300;50785;35623;32757;32858;31630;32844;32642
80400;53288;35657;32814;34286;2290655;39668;41501
80500;68433;48800;41040;50390;47986;44623;45242
80600;55582;40262;37494;38499;38572;36849;40042
80700;59245;41281;39252;41813;36073;38719;38152
80800;61506;43827;37584;39718;42223;43815;39488
80900;61207;45692;42703;41281;41353;41661;39532
81000;59458;42114;42439;42360;36939;36979;39139
81100;54044;45258;39265;39172;34735;36538;37293
81200;60874;43114;42369;39577;38890;37707;39707
81300;65419;48713;42459;42963;42395;38281;41697
81400;65632;41695;42564;43283;45981;41155;46189
81500;63239;43754;41012;38633;37526;40904;36781
81600;60118;50729;44723;48974;45320;41847;39283
81700;62160;47554;38844;41116;40568;44562;42140
81800;61565;43302;36722;40425;36777;43879;41729
81900;63545;40218;39315;44043;43496;41047;42071
82000;59334;40077;37495;35722;35449;39509;37575
82100;65137;47266;42699;43924;43924;43379;45599
82200;73061;48034;44619;44595;45901;50288;53877
82300;79056;53041;55632;51593;49151;48732;45854
82400;77951;55509;48668;47667;46331;47817;47562
82500;78943;56847;48379;44007;45462;44501;46121
82600;74427;48603;44572;48202;48989;49373;49101
82700;73552;49364;47076;46698;47248;45871;48065
82800;72509;53820;49203;48252;47044;46160;50662
82900;70863;52864;50753;48964;45318;46982;49063
83000;72031;52375;49363;48662;44478;46487;45876
83100;71954;50434;47352;50093;50146;48588;50793
83200;72953;52392;52143;47657;50840;47976;50875
83300;73201;55950;49216;47381;49633;48704;45620
83400;74164;52182;46035;45237;48986;49504;50351
83500;69967;51868;44984;49331;45989;45975;48764
83600;70194;48055;42900;46481;42242;40445;43493
83700;64478;48154;45860;43406;42177;43253;40361
83800;62381;43432;39870;39537;39564;40845;48944
83900;63440;47589;45457;41403;43607;37666;38149
84000;65267;48024;48130;45961;44114;44524;45440
84100;77104;54234;53487;52404;50460;51326;49399
84200;78933;56329;50719;49650;50941;47893;48140
84300;72584;54525;50923;46008;49823;49529;53160
84400;73458;47504;44243;45768;44668;41953;40279
84500;61668;46624;41636;41815;41959;43196;45826
84600;118317;63662;51091;49601;49381;55692;72731
84700;76576;54698;53832;55023;52787;50052;49668
84800;66137;42946;43379;40288;44522;37206;43860
84900;64791;47055;40549;38228;37472;37860;41723
85000;58322;41355;40308;39879;35262;36720;39035
85100;64755;45595;45361;44231;44968;41206;42050
85200;65544;47249;43471;42075;42256;41052;44080
85300;64366;47209;43343;42660;43048;44137;45462
85400;66670;43808;42156;41081;40683;42005;45156
85500;67267;51261;46204;41910;39163;38929;39407
85600;69171;46555;41553;41163;44148;40955;45113
85700;66328;46608;41709;42971;41938;39120;42090
85800;61969;45165;43601;41641;41821;40103;41803
85900;62385;44579;41915;40943;41276;39005;37458
86000;58645;41841;40053;39988;40374;39320;41726
86100;59059;40408;39253;38683;40587;36352;39616
86200;58413;39803;41846;39655;39386;38320;40387
86300;60778;46000;44326;39465;39466;38500;44466
86400;67095;49232;47021;46233;49589;47847;47689
86500;72022;55207;57497;56327;54783;47831;56749
86600;77419;58628;52590;51416;50298;53580;56818
86700;69708;50692;49594;44394;39876;40648;43466
86800;59925;47816;46066;43957;42983;44067;41650
86900;60411;45499;38933;37756;36966;34836;38013
87000;59095;42518;39842;37050;36964;38759;41614
87100;58602;42020;41102;42294;40505;35764;36860
87200;63048;42760;40415;37068;38006;35719;37120
87300;59206;42800;43435;36779;36920;36155;43506
87400;59385;44489;41877;38866;44377;42821;36836
87500;62527;44228;40183;39169;45114;44334;44507
87600;64939;47759;46951;46364;44485;44970;44286
87700;63085;48202;45437;41035;41395;44670;42077
87800;59955;51716;42293;38557;39169;46258;42452
87900;58242;45009;43349;41383;37505;36606;38911
88000;60537;48844;44645;41134;38180;36186;38542
88100;65040;47419;43550;44419;45493;42862;46961
88200;71197;51452;44616;45461;45288;44517;45094
88300;59586;42262;41959;39304;40663;44662;47078
88400;64210;47218;48077;45241;41789;41377;40997
88500;68157;51237;45710;43025;41529;41254;45891
88600;65412;43495;43140;39583;39024;39423;40843
88700;66501;51614;48269;44711;44238;41640;48653
88800;71849;50064;47862;47941;47351;46616;50065
88900;74066;54962;51211;45108;45200;47265;53079
89000;62975;45170;42953;41495;37702;38625;40161
89100;74452;46250;47204;46734;45633;44936;43562
89200;62495;50067;44481;46542;45349;44121;46266
89300;73849;56089;52809;49757;49803;45378;52471
89400;79441;58314;55273;52462;52135;49713;54699
89500;78215;58029;52815;49874;49418;49131;52732
89600;80488;59195;53637;48990;49660;49641;51631
89700;81953;60451;55359;50132;49694;49232;49538
89800;81449;60484;54993;49247;49560;49244;52585
89900;81687;60327;55210;49149;49523;49210;52753
90000;81532;60048;55588;49862;50049;49868;52122
90100;81513;60656;55170;50599;50043;49650;52544
90200;82455;61169;55991;50031;50415;48640;52419
90300;81745;60997;56152;50156;50328;49328;52784
90400;82369;60708;56265;50400;49709;49856;52569
90500;81733;59948;53873;49387;48838;49411;51054
90600;78701;57914;54775;50249;50776;48862;51108
90700;83174;61815;56301;50869;50700;48695;53018
90800;82882;61996;56549;50691;50351;49486;53348
90900;83123;61586;56300;50640;50783;50004;53415
91000;82975;62090;55722;50402;50934;50004;54141
91100;81943;61350;55624;50750;50251;49853;52662
91200;83339;60516;56572;50672;50643;49882;54076
91300;83736;62195;56735;51056;50809;50409;54210
91400;83858;62663;56977;51236;50977;50900;52899
91500;83642;62569;56625;51626;51118;50583;54358
91600;82909;61778;55417;50503;49884;50027;53356
91700;82158;60930;54942;50752;50719;48559;50022
91800;82122;61232;54653;50208;49794;49457;52505
91900;81409;62211;55607;48903;48153;46543;53739
92000;76711;56753;50340;44582;47253;45211;50825
92100;75807;56683;49255;45727;44517;41680;48057
92200;64954;51597;46611;42071;39568;36307;37965
92300;74943;52900;50671;42061;43530;45311;42882
92400;70834;54168;45665;45327;46272;45560;48517
92500;83902;63931;56909;50860;50709;49563;54356
92600;83925;62731;56454;50487;50066;49975;52862
92700;66104;51583;48152;38572;38073;36924;38755
92800;71474;56312;53276;51162;47656;46746;50289
92900;82383;60080;51399;47137;47434;45264;48943
93000;84223;64093;58991;53080;53380;50315;49324
93100;70745;53848;47889;42931;43081;42017;48720
93200;63652;48309;42675;38143;37961;37068;38998
93300;78701;59048;52716;49728;53806;51376;56355
93400;86753;66230;58581;52358;50613;50268;55669
93500;75733;57200;51419;45682;46711;42413;43552
93600;77616;59869;57340;52290;50157;51442;56347
93700;86146;65986;58725;51141;47826;47207;51185
93800;77735;59664;53076;48193;46741;46514;49790
93900;87520;66774;59323;53528;51181;52548;57465
94000;77079;58679;57387;53161;52760;51792;51020
94100;71828;54685;44625;38246;38325;37373;39586
94200;79409;61043;53879;48247;49369;48257;52085
94300;78598;61792;54214;48728;48110;47796;51410
94400;79609;59717;52541;47347;47115;50569;53960
94500;77904;62838;56814;51367;51303;48056;50180
94600;84296;65765;59387;52333;52498;52961;57911
94700;85530;62943;52505;48552;48223;47694;52057
94800;65342;50167;43318;39568;42867;45526;46003
94900;88593;63310;54482;49265;49136;49208;52544
95000;80547;67907;59207;53121;54721;53831;58193
95100;79745;61602;54184;51856;52496;52101;56347
95200;83557;66379;59830;53802;54151;51479;45727
95300;65010;49684;43254;38707;38753;37957;39728
95400;65185;50061;43073;38673;38962;37665;39726
95500;67216;52491;47209;40633;40328;38700;40531
95600;66710;50610;44006;39233;40989;42902;41965
95700;65457;50526;45438;42446;39033;39716;40180
95800;66486;52889;48939;44193;43858;43177;44797
95900;78361;61631;50028;44229;43786;43027;46793
96000;71880;52762;48355;44590;49025;49244;50141
96100;81109;60861;49719;46271;44815;43950;45680
96200;65544;50570;43650;39354;39006;37888;40282
96300;67245;56755;51390;42103;39526;38232;40407
96400;69491;57562;49739;46417;48933;49058;52530
96500;66268;53692;50192;48278;44524;43702;46703
96600;80302;63445;51326;43446;44703;43465;47016
96700;87512;63817;56321;55271;54798;55255;59182
96800;71896;57145;49351;44562;44231;41451;40300
96900;66142;55433;43800;39250;39466;38096;40290
97000;72470;61007;54925;50295;46212;48268;53461
97100;81940;62470;49971;47140;47294;44397;47359
97200;69988;60320;50951;45092;45340;41731;41216
97300;69682;51443;47289;45266;39753;38312;40595
97400;72831;67902;50352;45079;45078;44689;47523
97500;66208;55052;45298;39520;39448;38455;40656
97600;66296;51803;45679;39774;39499;38448;44509
97700;83035;65072;54525;45495;45610;44788;48099
97800;74267;58043;50408;49989;50008;49755;53627
97900;82043;59454;53100;49118;47701;44215;48357
98000;75532;52734;44286;39712;39604;43353;47630
98100;71174;57340;50066;40632;42744;45025;48055
98200;73283;59231;49554;40350;41386;44452;46628
98300;74248;55549;46253;47822;40592;44334;50093
98400;74635;58448;49980;41512;40195;42429;47462
98500;74877;55351;46487;47370;50507;50243;54119
98600;73778;52315;44534;39869;43247;44899;48520
98700;74051;59288;50712;45698;40641;38927;41356
98800;76902;65610;56124;50775;50712;47014;47916
98900;82740;65537;54758;50649;51068;50350;54567
99000;79120;65600;50987;40753;40934;41950;42705
99100;75185;56012;45306;40516;43263;50215;54595
99200;73364;52681;45111;40331;40251;40379;48339
99300;84284;66227;56806;48520;51838;51650;62791
99400;92734;73076;63008;56058;56645;57102;59772
99500;75083;59638;51103;44268;46697;51560;43252
99600;68154;53091;45508;46980;54085;48056;44166
99700;79085;70862;62432;51283;50700;48008;49099
99800;68245;53963;48190;44012;49257;41868;45154
99900;84975;66882;57004;53490;51487;54517;63229
100000;76388;59753;46745;40524;40693;39886;43609
